temp_min,temp_max,rain ,,wind_speed,humidity,pressure,,,CloudBurstTomorrow,,,,
13.4,21.2,0,,20,53,1019.4,,,0,,,,
17.7,23,0,,24,73,1015.7,,,0,,,,
19,23.5,0,,28,82,1014.2,,,1,,,,
,,,,,,,,,,,,,
17.2,22.6,0,,22,63,1019.7,,,0,,,,
16.1,22.1,0,,19,65,1022.9,,,0,,,,
15,22.1,0,,19,53,1023.8,,,0,,,,
17,22.8,0,,19,53,1022.4,,,0,,,,
15.3,23.3,0,,15,59,1023,,,0,,,,
15.7,22.7,0,,13,65,1022.7,,,0,,,,
15.6,23.8,0,,6,64,1020.7,,,0,,,,
16.9,23.8,0,,15,63,1019.4,,,0,,,,
17.8,22.9,0,,9,71,1018.3,,,0,,,,
17.4,23.5,0,,22,66,1015.2,,,0,,,,
17.2,21.5,1,,20,53,1017.5,,,0,,,,
14.9,21.8,0,,20,43,1016.8,,,0,,,,
15.4,22.5,0,,13,40,1016.5,,,0,,,,
16.3,22.3,0,,24,62,1019.6,,,0,,,,
17.2,22.9,0,,30,62,1023,,,0,,,,
18.4,24.3,0,,30,63,1022.9,,,0,,,,
18.8,24.1,0,,33,65,1021.8,,,0,,,,
18.7,23.8,0,,28,61,1021.1,,,0,,,,
17.9,24.5,0,,26,64,1021.9,,,0,,,,
18.5,23.9,0,,22,68,1023,,,0,,,,
17.2,23.5,0,,15,55,1021.5,,,0,,,,
17.5,25,0,,19,59,1016.3,,,0,,,,
20,25,0,,19,81,1013.8,,,0,,,,
19.9,25.8,0.6,,17,74,1012.7,,,0,,,,
21,25,0,,20,85,1008.8,,,1,,,,
19.9,21.4,43.8,,17,96,1006.5,,,1,,,,
18.5,22.6,15.4,,26,86,1006.1,,,1,,,,
18.9,23.7,54.8,,30,86,1001.6,,,1,,,,
19.8,24.9,1.2,,20,78,1008.1,,,0,,,,
18.3,24.3,0,,13,77,1016.1,,,0,,,,
19.5,25.9,0,,22,83,1015.4,,,1,,,,
22.3,25,1.8,,9,94,1012.7,,,1,,,,
19.7,22.6,34.4,,26,93,1014.1,,,1,,,,
19.4,23,71,,13,95,1014,,,1,,,,
19.7,24.7,32.6,,20,89,1015.3,,,0,,,,
21.5,25.5,0.4,,28,78,1016.9,,,0,,,,
20.6,25.2,0,,33,76,1017.2,,,0,,,,
20.7,25.9,0,,28,73,1016.9,,,0,,,,
20.6,25.4,0.4,,24,76,1018,,,0,,,,
20.5,25.4,0,,30,73,1018.8,,,0,,,,
20.5,25.2,0,,26,70,1018.2,,,0,,,,
21.6,25.2,0,,17,80,1015.1,,,1,,,,
20.4,26.2,5.2,,15,73,1013.2,,,1,,,,
19.7,25,23.8,,17,92,1016.6,,,0,,,,
18.7,24.9,0,,22,72,1019.6,,,1,,,,
19.5,25.5,5.4,,28,76,1020.2,,,1,,,,
20.5,25.3,1.2,,26,71,1020.1,,,0,,,,
20.3,25.8,0.4,,28,67,1018.1,,,1,,,,
19.7,25.1,1.4,,22,77,1017.1,,,0,,,,
20.2,24.9,0.4,,28,67,1016.5,,,1,,,,
19.2,24.7,4,,28,77,1014.9,,,1,,,,
20.3,25.5,5.2,,31,76,1015.3,,,0,,,,
21.1,24.7,0,,31,69,1017.6,,,0,,,,
19.7,24.2,0,,31,66,1016.4,,,0,,,,
18.1,24.5,0.6,,24,72,1014.7,,,0,,,,
19.2,24.9,0.2,,30,62,1013.7,,,0,,,,
19.8,24.5,0,,24,64,1010.8,,,0,,,,
18.3,24.7,0,,17,71,1009.7,,,0,,,,
17.5,25.5,0,,15,66,1010.6,,,0,,,,
21.1,26.8,0.6,,20,87,1010.3,,,0,,,,
21.2,25.2,0,,26,69,1010.8,,,0,,,,
18.6,24.9,0,,15,67,1011.4,,,0,,,,
18.8,26.3,0,,28,75,1013.8,,,1,,,,
20.9,23.5,3,,30,93,1012,,,1,,,,
18.8,23.7,76.8,,35,94,1007.5,,,1,,,,
22.2,25.1,31.6,,35,93,1008.4,,,1,,,,
21.9,23.5,3,,37,91,1011.3,,,1,,,,
22.4,24,4.8,,33,83,1013.2,,,0,,,,
21.7,25.1,0.2,,35,69,1009,,,0,,,,
21,25.3,0,,28,71,1006.8,,,0,,,,
19.4,25,0,,30,67,1007.3,,,0,,,,
21.2,24.8,0,,33,81,1007.9,,,0,,,,
22.8,26.8,0,,13,88,1007.2,,,1,,,,
22.1,25.1,37,,19,85,1009.3,,,0,,,,
22,24.4,0,,20,83,1008.6,,,0,,,,
22,26,1,,24,80,1008.5,,,0,,,,
22.5,26.2,0,,28,84,1009.4,,,1,,,,
23.2,27.1,1.4,,17,91,1005.9,,,1,,,,
22,24.1,8.2,,19,96,1011.9,,,1,,,,
20.8,24.8,1.8,,28,61,1016.4,,,0,,,,
19.6,24.1,0,,24,74,1019.1,,,0,,,,
20,25,0,,22,64,1020.7,,,0,,,,
20.2,25.5,0,,24,65,1018.6,,,1,,,,
20,25.5,5.2,,30,77,1019.2,,,0,,,,
20.7,25.5,0.4,,31,66,1019.9,,,0,,,,
20.2,25.5,0.8,,26,73,1019,,,0,,,,
20.7,25.7,0,,28,67,1018.5,,,0,,,,
20,24,0,,22,62,1019.9,,,0,,,,
20.4,25,0,,30,58,1018.8,,,0,,,,
20.8,25.9,0,,35,68,1016,,,1,,,,
20,22,3.2,,33,83,1016.2,,,1,,,,
20.3,22.5,10,,30,92,1017.5,,,1,,,,
20.3,25,8.6,,31,82,1019.6,,,0,,,,
19.8,25.4,0,,28,65,1019.7,,,0,,,,
20.4,26.1,0,,35,67,1019.3,,,0,,,,
20,26.4,0,,31,69,1018.5,,,0,,,,
20.6,25.9,0,,30,81,1016.8,,,0,,,,
19.7,24.8,0.6,,24,76,1014,,,0,,,,
18.9,25.5,0.2,,22,68,1012,,,1,,,,
20.4,25.3,2,,30,82,1009.4,,,0,,,,
18.9,25.9,0,,24,79,1009.6,,,0,,,,
20.9,23.5,0.4,,30,93,1011.9,,,1,,,,
21.6,23.8,9.8,,19,91,1012.3,,,1,,,,
21.4,25,19.6,,9,95,1009.3,,,1,,,,
21.5,25.2,2,,20,87,1011.3,,,1,,,,
21.1,25,1.2,,22,89,1011,,,1,,,,
20.7,25.5,1.2,,15,82,1009.1,,,0,,,,
19.8,26,0.2,,20,86,1006.9,,,1,,,,
20.8,25.7,3.4,,13,83,1010.4,,,0,,,,
19.8,25.2,0,,17,76,1014.2,,,0,,,,
18.6,25.1,0,,17,61,1014.9,,,1,,,,
19.1,24.5,5,,20,67,1015,,,0,,,,
20.6,25.3,0,,22,74,1013.7,,,1,,,,
20.3,25.3,2,,22,83,1011,,,0,,,,
21.2,25.1,0,,24,78,1009.9,,,0,,,,
21.2,25,0,,31,84,1007.2,,,1,,,,
19.6,23.8,7.6,,17,95,994.6,,,1,,,,
19.9,24.9,8,,31,72,1002,,,1,,,,
20,23.7,1.4,,24,58,1008.9,,,0,,,,
18.4,24,0,,22,56,1015.5,,,0,,,,
17.2,23.8,0,,17,58,1018,,,0,,,,
17.7,24.9,0,,20,57,1020.2,,,0,,,,
18.3,25.1,0.4,,20,77,1020.7,,,1,,,,
19.7,24.4,7.4,,17,89,1019.4,,,0,,,,
17.3,24.5,0.2,,15,63,1018.2,,,0,,,,
17,24.8,0,,15,64,1018.4,,,0,,,,
17.6,25.2,0,,17,61,1019.7,,,0,,,,
18.8,25.8,0,,7,56,1020.7,,,0,,,,
18.5,24.9,0,,19,63,1020,,,0,,,,
17.5,24.8,0,,15,48,1019,,,1,,,,
20.7,24.8,2.2,,24,77,1019.2,,,0,,,,
19.1,24,0,,19,65,1022.4,,,0,,,,
19.6,24,0,,20,50,1023.8,,,0,,,,
19,24.2,0.2,,17,62,1024.5,,,0,,,,
18.8,24.8,0.8,,33,67,1023.8,,,0,,,,
19.7,25.6,0,,24,68,1023.1,,,1,,,,
18.4,24.8,5.8,,22,75,1020.4,,,0,,,,
19.9,25.2,0,,26,69,1019.5,,,0,,,,
21.5,25.2,0,,28,75,1017.4,,,1,,,,
22,25.8,3.6,,26,84,1019.9,,,0,,,,
21.3,25.2,0,,24,74,1020,,,0,,,,
19.7,25.6,0,,20,74,1018.6,,,1,,,,
20.3,24.9,5.6,,17,95,1015.4,,,1,,,,
20.2,24.1,1.6,,13,77,1015.4,,,1,,,,
17.7,21.1,1.6,,11,95,1014,,,1,,,,
16.6,23.1,19.8,,30,68,1009.7,,,1,,,,
17.7,21.4,1.2,,26,67,1014.7,,,0,,,,
17.8,22.4,0.4,,17,58,1023,,,0,,,,
17.5,22.3,0,,13,53,1026.5,,,0,,,,
16.1,22.6,1,,13,59,1025.8,,,0,,,,
16.4,22.9,0,,13,56,1026,,,0,,,,
16.4,23.2,0,,17,70,1024.3,,,0,,,,
16.3,22.6,0,,22,59,1023.9,,,0,,,,
18.7,23.6,0,,22,69,1022.5,,,0,,,,
18.8,23.7,0.8,,26,69,1021.6,,,0,,,,
18.8,23.2,0.4,,30,74,1020,,,0,,,,
19.6,22.5,0,,28,71,1018.7,,,1,,,,
19.6,23.5,2.6,,30,74,1018,,,0,,,,
20.5,22.9,0.2,,30,82,1014.2,,,1,,,,
20.5,23.8,17,,31,75,1009.8,,,0,,,,
19.7,22.7,0,,24,58,1016.3,,,0,,,,
17.4,22,0,,22,58,1022,,,0,,,,
16.3,22.2,0.8,,19,54,1025.3,,,0,,,,
16.1,21.9,0.2,,26,62,1026.6,,,0,,,,
18.3,21.4,0.2,,28,65,1027,,,1,,,,
18.4,21.9,1.6,,33,77,1023.4,,,0,,,,
19.7,22.2,1,,31,82,1019.9,,,0,,,,
20.6,23.3,0.2,,33,79,1019.2,,,0,,,,
21,23.1,0,,19,86,1019.7,,,0,,,,
20.6,23.8,0,,13,84,1017.3,,,0,,,,
20.8,22.4,0,,13,87,1012.4,,,0,,,,
17.2,21.8,0.2,,20,65,1014,,,1,,,,
14.3,21.1,1.8,,4,61,1015.9,,,0,,,,
16.3,22.5,0.6,,20,54,1014.7,,,1,,,,
17.6,23.1,2.8,,22,71,1013.8,,,1,,,,
17,22.7,1.2,,15,67,1018.5,,,1,,,,
17.8,23.1,10.8,,24,84,1014.2,,,1,,,,
16.2,20.8,6.4,,37,57,1014.8,,,0,,,,
14.6,21,0.8,,30,70,1020.8,,,0,,,,
16.8,20.9,0.2,,20,74,1026.5,,,0,,,,
17.2,20.4,0.2,,22,72,1026.7,,,0,,,,
15.7,20.9,0.4,,13,49,1024.9,,,0,,,,
13.8,21.3,0,,15,53,1025,,,0,,,,
13.9,21.7,0,,15,60,1023.7,,,1,,,,
17.3,22.5,3.4,,22,81,1018.3,,,1,,,,
18.2,22.1,4.2,,44,78,1007.7,,,1,,,,
16,20,1.6,,9,51,1019.2,,,0,,,,
16.1,20.6,1,,24,55,1024.7,,,0,,,,
16.5,20.2,0,,15,51,1026.2,,,0,,,,
14.7,21.1,0,,17,57,1023,,,0,,,,
14.1,19.9,0.2,,15,72,1023.7,,,0,,,,
15.4,19.8,0.4,,15,57,1026.6,,,0,,,,
13,20.3,0,,13,51,1023.6,,,1,,,,
16.5,21.1,3,,19,71,1017.6,,,0,,,,
15.5,21.4,0,,22,78,1014.8,,,1,,,,
17.9,21,10.2,,39,62,1011,,,0,,,,
15.1,19.7,0.6,,35,55,1012.4,,,0,,,,
16.1,20.2,0.4,,31,53,1014.8,,,1,,,,
14.3,19.8,2,,17,64,1018.2,,,1,,,,
12.8,19.5,3,,19,63,1021.4,,,0,,,,
16.5,19.2,0,,28,65,1023.4,,,1,,,,
15.2,19.4,1.8,,20,58,1026.6,,,0,,,,
16.2,20.1,0,,19,50,1027.7,,,0,,,,
14.5,19.9,0,,11,65,1026.6,,,0,,,,
15.2,20.2,0,,17,73,1026.2,,,0,,,,
16.6,18.8,0.4,,17,87,1026.2,,,0,,,,
14.7,19.3,0.6,,17,87,1025.4,,,0,,,,
14.8,19.5,0,,15,52,1025.8,,,0,,,,
14.6,19.1,0,,13,57,1024.9,,,0,,,,
13.9,18.8,0,,17,67,1024.5,,,1,,,,
14.1,19,1.8,,22,50,1027.4,,,0,,,,
15.3,20.4,0.2,,19,56,1024.4,,,0,,,,
15.9,21.2,0.2,,22,75,1020.4,,,1,,,,
17.4,20.7,7.4,,30,96,1012.9,,,1,,,,
16.7,19.5,4.2,,28,65,1016,,,0,,,,
14.2,18.2,0.4,,24,61,1020.1,,,0,,,,
13.2,18,0.8,,26,59,1021.4,,,1,,,,
13.8,17.2,3.6,,20,52,1024.4,,,0,,,,
12.2,18.9,0.2,,0,55,1024.3,,,0,,,,
13.2,17.7,1,,15,82,1026.1,,,0,,,,
13.7,18.3,0.6,,15,53,1028.7,,,0,,,,
14,18.5,0,,19,65,1028.6,,,0,,,,
14.8,19.3,0,,13,57,1028.8,,,0,,,,
14.5,19,0,,17,60,1028.6,,,0,,,,
13.3,18.6,0,,11,59,1026.5,,,0,,,,
11.5,19.3,0,,20,66,1021.3,,,1,,,,
15.8,19.7,3.2,,13,93,1013.1,,,1,,,,
12.9,17.2,8,,35,74,1009.5,,,1,,,,
12.9,17.9,1.6,,20,64,1019.4,,,0,,,,
12.3,19.1,0,,17,67,1020,,,0,,,,
14.4,18.8,0.6,,24,62,1015.8,,,1,,,,
15.4,16.7,4.4,,37,73,1014.3,,,0,,,,
11.5,16,0.6,,26,47,1022.1,,,0,,,,
11.6,17.1,0.6,,20,67,1024.2,,,0,,,,
11.1,17.5,1,,13,63,1025.2,,,0,,,,
10.8,17.8,0,,22,63,1024.5,,,1,,,,
13.9,19.2,6.4,,31,61,1021.8,,,0,,,,
17.6,18.8,0.8,,11,89,1014.5,,,1,,,,
14.1,20,27.4,,17,69,1017.7,,,0,,,,
13.3,19.2,0.4,,15,78,1021.1,,,0,,,,
13.3,18.5,1,,26,76,1018.3,,,1,,,,
15.9,19.4,27.8,,43,58,1012.1,,,0,,,,
14.9,17.1,0,,15,51,1019.7,,,0,,,,
11.7,16.3,0.8,,20,72,1026.2,,,1,,,,
12.7,17.3,2.8,,19,65,1028.8,,,0,,,,
14,18.5,0.6,,28,46,1033,,,0,,,,
12.8,18,0.6,,20,67,1031.8,,,1,,,,
13.3,19.2,11.2,,26,79,1029.5,,,0,,,,
15.4,19.7,1,,20,71,1027.4,,,1,,,,
17.2,19.3,2.2,,15,92,1021.9,,,1,,,,
14,20.2,1.2,,28,76,1020.8,,,0,,,,
16.8,19.1,0,,22,76,1020.9,,,0,,,,
13.7,17.7,0.6,,22,59,1024.9,,,0,,,,
13.6,17.5,0.4,,26,50,1026.5,,,0,,,,
11.4,18.7,0,,26,68,1025.1,,,0,,,,
12.8,19.6,0,,7,67,1024.2,,,1,,,,
12.6,19.7,2.4,,15,79,1026.5,,,0,,,,
14.7,20,0,,19,59,1025,,,0,,,,
16.2,20.6,0,,28,58,1020.5,,,1,,,,
17,18.4,1.4,,19,82,1013,,,1,,,,
15.6,19.6,10.8,,26,62,1010.3,,,0,,,,
14.8,18.3,0.2,,24,62,1013.4,,,0,,,,
12.9,18.4,0.6,,28,57,1014.9,,,1,,,,
10.9,16.5,12.2,,28,71,1014.3,,,0,,,,
10.9,16.4,1,,19,55,1017.9,,,0,,,,
11,16.8,0.8,,13,48,1020.8,,,0,,,,
10.3,18,0,,13,55,1022.1,,,0,,,,
14.1,19.8,1,,33,67,1018.9,,,1,,,,
13.6,19.3,11.2,,30,59,1016.3,,,0,,,,
14.1,18.4,0.2,,31,63,1019.7,,,0,,,,
13.6,18.1,1,,31,56,1017.9,,,0,,,,
12.5,17.2,0,,9,57,1019.5,,,0,,,,
11.5,19,0.2,,15,66,1021.6,,,0,,,,
13.8,19.6,0,,19,63,1022.2,,,0,,,,
14,17.5,0,,22,54,1026.7,,,0,,,,
12.9,18.3,0.2,,17,63,1028.1,,,0,,,,
13.1,18.1,0.4,,20,62,1027.4,,,0,,,,
12.3,17.7,0,,19,65,1026.4,,,0,,,,
11.6,18.6,0,,13,53,1025.5,,,0,,,,
12.2,20,0,,15,68,1025.4,,,0,,,,
12.8,20.7,0,,13,62,1025.7,,,1,,,,
14.2,20.3,4.6,,19,74,1027.7,,,1,,,,
15.2,19.8,5.2,,26,77,1027.4,,,0,,,,
15.8,20.4,0.4,,20,85,1026.1,,,0,,,,
16.3,21.7,0.4,,17,73,1021.1,,,1,,,,
,,,,,,,,,,,,,
15.9,20.1,24,,28,59,1013.6,,,0,,,,
15.7,20.2,0.2,,35,60,1015.7,,,0,,,,
15.7,20,0,,9,59,1019.1,,,0,,,,
15.5,19.8,0,,31,65,1011.2,,,1,,,,
14.2,18.6,6.8,,20,68,1014.4,,,0,,,,
13.7,18.2,0.4,,20,68,1018.3,,,1,,,,
12.7,16.9,11.6,,19,62,1020.9,,,0,,,,
13.1,18.5,0,,15,57,1025.2,,,1,,,,
14.6,21.1,2,,20,74,1022.1,,,1,,,,
14.6,19.5,9,,28,70,1017.8,,,0,,,,
14.9,19.4,0.4,,24,52,1025.5,,,0,,,,
14.7,18.8,0,,26,62,1026.3,,,0,,,,
14.3,18.7,0.6,,20,64,1025.3,,,1,,,,
13.5,18.9,4.4,,19,85,1024.1,,,0,,,,
15,19.8,0.2,,24,61,1024.1,,,0,,,,
13.1,20,0,,20,61,1023.8,,,0,,,,
16.3,21.5,0.2,,15,68,1020.6,,,0,,,,
15.5,20.9,1,,15,71,1018.6,,,1,,,,
14.5,18.9,2.6,,20,78,1017.1,,,1,,,,
14.5,18,5,,30,56,1018.1,,,0,,,,
13.2,17.9,0,,24,57,1017.4,,,0,,,,
14,18.5,0.2,,24,52,1016.3,,,0,,,,
13.7,20.1,0,,17,58,1013.8,,,1,,,,
14.6,20,11.4,,20,62,1010.2,,,1,,,,
14.4,19.4,4.8,,33,69,1009.1,,,0,,,,
14.1,19.6,0.8,,17,64,1015.6,,,0,,,,
12.4,19.3,0,,9,64,1019.5,,,0,,,,
14,20,0,,24,72,1021,,,1,,,,
15.9,20.5,1.6,,24,73,1023.5,,,1,,,,
15,20.2,8,,28,77,1025.5,,,0,,,,
15.2,20.6,0,,22,67,1027.8,,,0,,,,
14.1,19.8,0,,15,64,1027.5,,,0,,,,
16.1,19.3,0,,30,56,1025.3,,,0,,,,
15.3,19.7,0,,19,62,1024.9,,,0,,,,
15.5,21.4,0,,22,78,1023.2,,,0,,,,
15.9,20.2,0,,20,60,1027.4,,,0,,,,
,,,,,,,,,,,,,
15.2,21.5,0,,20,59,1029.2,,,0,,,,
15.3,19.2,0,,24,52,1029.9,,,0,,,,
13.7,19.1,0,,24,64,1028.4,,,0,,,,
14.7,19,0,,15,55,1027.3,,,0,,,,
13.4,19.7,0,,17,71,1027.1,,,0,,,,
13.3,20.1,0,,4,60,1024.9,,,0,,,,
12.8,20.7,0,,17,62,1023.5,,,1,,,,
15.5,19.4,13.6,,24,90,1024.7,,,1,,,,
15.5,20.5,1.6,,30,90,1026.7,,,0,,,,
15.7,21.2,1,,26,70,1026.7,,,0,,,,
15.9,21.2,0,,26,68,1025,,,0,,,,
16,20.3,0,,20,58,1024.4,,,0,,,,
16.3,21.6,0.2,,20,54,1025.1,,,0,,,,
15.3,19.9,0,,24,59,1025,,,0,,,,
15,20.7,0,,15,50,1022.6,,,1,,,,
17.3,21.1,4.4,,22,91,1020.7,,,1,,,,
18,22.9,7.6,,24,91,1017.7,,,0,,,,
16.6,19.8,0.4,,24,78,1020.4,,,0,,,,
15,20,0,,20,57,1022.9,,,0,,,,
15.3,19.9,0,,13,54,1023.2,,,0,,,,
14.5,21.1,0,,20,56,1020,,,1,,,,
15.5,20.3,5.2,,39,63,1014.1,,,0,,,,
14.8,19.3,0.6,,22,44,1017.9,,,0,,,,
14.8,19.6,0.6,,20,55,1021.5,,,1,,,,
13.5,20.3,1.6,,20,75,1022.9,,,0,,,,
14.7,21.3,0.4,,24,65,1022.2,,,0,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
15.2,18.8,15.6,,19,90,1016.7,,,1,,,,
14.2,20,1.4,,20,58,1018.1,,,0,,,,
12.8,20.4,0,,15,52,1018.9,,,0,,,,
14.5,21.8,0,,17,50,1017.6,,,0,,,,
16.2,22.4,0,,17,62,1016.3,,,0,,,,
16.2,22.7,0,,17,63,1015,,,1,,,,
16.6,20.9,17.4,,24,93,1015.6,,,0,,,,
16.9,20.7,0.8,,26,78,1019.5,,,0,,,,
15.8,21.5,0,,24,51,1020,,,0,,,,
16.5,22.2,0,,28,66,1017.7,,,0,,,,
18.5,22.8,1,,19,80,1014.5,,,1,,,,
19.5,23.5,3,,24,86,1011.3,,,1,,,,
17.7,19.6,1.2,,22,98,1014.3,,,0,,,,
15.1,20.7,0.4,,24,49,1018.9,,,0,,,,
15.7,21.5,0,,13,55,1019.9,,,0,,,,
14.9,21.9,0,,11,60,1021.5,,,0,,,,
15.2,22.5,0,,22,64,1018.9,,,0,,,,
18.4,23.2,0,,22,75,1017.4,,,0,,,,
19,24.8,0,,17,68,1019,,,0,,,,
18.6,24.5,0,,13,75,1019.2,,,0,,,,
19.2,24.5,0,,20,68,1020.4,,,0,,,,
19.4,24.6,0,,17,68,1019.5,,,0,,,,
18.8,24.9,0,,9,82,1016.5,,,1,,,,
20.5,26.5,10.8,,7,77,1017.2,,,1,,,,
19.9,24.8,1.8,,19,77,1018.8,,,0,,,,
20.7,25,0,,28,71,1020.9,,,0,,,,
19.7,25.2,0,,28,61,1022.6,,,0,,,,
19.3,24.8,0.6,,31,66,1022,,,0,,,,
18.1,24.7,0.6,,15,66,1019.9,,,1,,,,
18.8,23.5,1.6,,20,64,1019.4,,,0,,,,
19.2,24.5,0.4,,22,62,1019,,,0,,,,
17.1,24.3,0,,15,64,1018.1,,,0,,,,
18.1,25.2,0,,19,68,1017.6,,,1,,,,
18.1,24.2,1.6,,22,62,1019.4,,,0,,,,
17.6,22.9,0,,20,50,1022.4,,,0,,,,
17.8,23.2,0,,15,46,1020.8,,,0,,,,
16.4,24.6,0,,17,55,1017.5,,,0,,,,
19.1,25.2,0,,20,69,1015.9,,,0,,,,
20.3,23.1,0.4,,15,75,1015.7,,,1,,,,
19.1,24.6,13.6,,24,79,1015.7,,,1,,,,
18.4,20.4,11.4,,20,87,1014.9,,,1,,,,
18,23.1,7.8,,20,79,1014.2,,,0,,,,
18,23,0,,22,57,1012.6,,,0,,,,
17.4,22.6,0,,28,57,1013.2,,,0,,,,
17.9,22.9,0,,24,46,1017.2,,,0,,,,
18.1,24.3,0,,20,59,1022,,,0,,,,
18.1,24.1,0,,26,58,1023.2,,,0,,,,
17.2,24.4,0,,17,58,1019.7,,,0,,,,
17.3,24.4,0,,17,56,1016,,,0,,,,
17.2,24,0,,9,57,1015.7,,,0,,,,
17.3,24.6,0,,20,61,1016.3,,,0,,,,
19,23.9,0.8,,28,73,1018,,,0,,,,
19.4,24.6,0,,28,72,1018,,,0,,,,
19.6,23.9,0.8,,24,77,1014.7,,,0,,,,
19.2,23.9,0,,13,62,1008.2,,,1,,,,
18,19.6,10.8,,17,91,1002.2,,,1,,,,
17,22.7,61,,24,89,997.4,,,1,,,,
18.8,24.8,34.4,,26,89,1000.6,,,0,,,,
20.2,25.6,0,,17,73,1005.7,,,1,,,,
20,25.6,2.8,,15,66,1007.4,,,0,,,,
18.7,25.1,0,,15,84,1011.1,,,1,,,,
19.6,25.2,3.6,,24,67,1013.1,,,1,,,,
19.6,24.5,1.8,,28,92,1012.5,,,1,,,,
21.9,24.7,2,,20,96,1012.6,,,1,,,,
,,,,,,,,,,,,,
20.6,24.3,1.8,,17,88,1012.9,,,0,,,,
19.9,24.7,0.6,,22,92,1015.2,,,0,,,,
20,22,0.4,,22,92,1014.7,,,1,,,,
19.5,23.2,35.2,,20,96,1014,,,0,,,,
20.6,24,1,,19,87,1017.6,,,0,,,,
20,24.3,0,,19,67,1019.8,,,0,,,,
20.4,24.7,0,,17,66,1018.9,,,0,,,,
19.6,24.9,0,,20,59,1015.5,,,0,,,,
20.1,24.2,0,,31,74,1011.2,,,0,,,,
18.9,23.5,0,,20,56,1013.3,,,0,,,,
17.2,24.7,0,,19,59,1015.7,,,0,,,,
18.4,25.1,0,,26,66,1016.2,,,1,,,,
19.8,26.2,5.8,,30,88,1014.6,,,1,,,,
21.8,25.9,3.6,,24,78,1016.6,,,0,,,,
20.8,25.3,0.2,,24,75,1015,,,0,,,,
21,26.6,0.6,,22,87,1013.3,,,0,,,,
21.2,26.4,0.6,,17,78,1014,,,1,,,,
21.7,25,26.6,,7,96,1013,,,1,,,,
20.5,25.5,6.6,,17,77,1011.7,,,0,,,,
19.7,26.2,0,,13,69,1011.4,,,0,,,,
19.8,26.4,0.6,,13,75,1013.1,,,0,,,,
20.9,27.5,0,,11,78,1016,,,0,,,,
21.6,27.9,0,,7,81,1015.7,,,0,,,,
22.6,27.9,0,,13,79,1014.8,,,1,,,,
23.5,27.1,3.8,,17,86,1013.5,,,1,,,,
21.2,26.1,37.2,,15,85,1010.6,,,1,,,,
21,25.3,73.8,,26,97,1003.9,,,1,,,,
21.8,26.4,21,,22,79,1003.7,,,0,,,,
22.9,26.2,0,,31,78,1003.2,,,1,,,,
21.7,26,2.2,,20,73,1006.9,,,0,,,,
22.4,26.3,0,,24,79,1006.1,,,0,,,,
22,26.3,0.4,,19,88,1003.2,,,1,,,,
20.7,26.1,1.4,,22,87,1006,,,1,,,,
21.9,25.4,11.6,,22,85,1010.8,,,0,,,,
21.9,26,0.4,,30,82,1012.2,,,1,,,,
22.6,24.2,2.6,,30,85,1010.6,,,1,,,,
22.9,24.2,2.4,,33,91,1007.7,,,1,,,,
22.9,25.3,43.8,,17,96,1007.9,,,1,,,,
23.3,26.1,6.6,,24,84,1007.9,,,1,,,,
22.7,27.3,15.2,,19,88,1005,,,1,,,,
22.4,25.8,7,,9,92,1008.4,,,1,,,,
22.3,25.3,4.2,,15,92,1013.9,,,1,,,,
22.7,27,2.6,,24,88,1017.1,,,0,,,,
22.4,25.9,0,,24,76,1019.4,,,1,,,,
21.6,24.4,1.4,,26,75,1018.9,,,1,,,,
20.6,25.6,4.6,,22,68,1015.3,,,0,,,,
21.4,26,0,,31,74,1013.2,,,0,,,,
22.1,24.8,0,,35,78,1012.3,,,1,,,,
22,26.4,20.8,,31,87,1008.4,,,0,,,,
23.1,26.5,0,,20,89,1015.2,,,1,,,,
22.3,26.1,1.8,,28,81,1016.6,,,0,,,,
22.6,27,1,,13,88,1015.8,,,1,,,,
22.1,24.8,3.8,,9,90,1016.9,,,1,,,,
20.9,24.9,10,,22,78,1019.4,,,0,,,,
19.8,25.4,0,,17,64,1020.2,,,0,,,,
20.1,26.3,0,,20,73,1020.7,,,1,,,,
20.8,25.6,2.2,,26,73,1020.9,,,0,,,,
20.8,26,1,,30,85,1020.5,,,0,,,,
21.7,26.6,0,,19,80,1021.8,,,0,,,,
22,26.4,0,,24,83,1022.4,,,0,,,,
21.9,25.7,0,,28,77,1024.2,,,0,,,,
21.2,24.8,0.8,,22,77,1023.7,,,0,,,,
22.1,25.4,0,,24,84,1021,,,0,,,,
21.8,25.9,0.2,,30,69,1022.1,,,0,,,,
20.5,26.8,0.6,,31,73,1021.3,,,1,,,,
19.8,24.4,3,,22,98,1018.6,,,1,,,,
20.1,25.1,2.2,,28,81,1015.5,,,1,,,,
20.9,26,2.6,,28,75,1015.3,,,0,,,,
21.1,26.2,0.6,,28,74,1014.9,,,0,,,,
21.6,25.8,0,,22,77,1011.7,,,1,,,,
20.2,25.5,61.6,,30,92,1011,,,1,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
19.5,25.5,156.8,,15,89,1005.6,,,0,,,,
22,25.7,0,,30,82,1007.8,,,0,,,,
20.4,25.4,0,,19,69,1015.2,,,0,,,,
19.8,25,0.4,,17,69,1015.8,,,0,,,,
18.2,24.7,0,,19,65,1015.6,,,0,,,,
